id,puerto,territorio_historico,t,c,a,ultima_actualizacion,red,carretera,situacion,fuente
1837,GATZAGAKO MENDATEA (PUERTO DE SALINAS),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2622,,Diputaciones
1838,GORONTZUGARAI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
1839,HERRERA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
1840,HERRERAKO MENDATEA/PUERTO DE HERRERA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
1841,ILSOGANA (LAS MUÑECAS),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3601,,Dpto.Seguridad
1842,IRUZUBIETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
1843,ITURBURU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
1844,ITZIAR,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
1845,IZASKUN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3421,,Dpto.Seguridad
1846,JAIZKIBEL,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3440,,Dpto.Seguridad
1847,KANPANZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-636,,Dpto.Seguridad
1848,KARABIETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2639,,Dpto.Seguridad
1849,KASTREXANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
1850,KURTZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2620,,Diputaciones
1851,LARREINETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3755,,Dpto.Seguridad
1852,LEKOIZGANA (SANTA EUFEMIA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3448,,Dpto.Seguridad
1853,LIZARRAGA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-120,,Gobierno de Navarra
1854,LIZARRUSTI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2120,,Dpto.Seguridad
1855,MANDUBIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2635,,Dpto.Seguridad
1856,MEAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2633,,Dpto.Seguridad
1857,MERELLUDI (MILLOI),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2405,,Dpto.Seguridad
1858,MEZKIRITZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-135,,Gobierno de Navarra
1859,MIOTA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3321,,Dpto.Seguridad
1860,MORGA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3148,,Dpto.Seguridad
1861,MUNIKETA (MONTECALVO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3332,,Dpto.Seguridad
1862,OLLOKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3720,,Dpto.Seguridad
1863,OPAKUA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2128,,Diputaciones
1864,OTSAURTE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2637,,Dpto.Seguridad
1865,PAGATZA (ELGETA),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
1866,PAGATZA (ELGETA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2632,,Dpto.Seguridad
1867,SAN PELAIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3101,,Dpto.Seguridad
1868,SARASOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3524,,Dpto.Seguridad
1869,SOLLUBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
1870,UBAL,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3622,,Dpto.Seguridad
1871,UDANA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2630,,Dpto.Seguridad
1872,UMARAN,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3631,,Dpto.Seguridad
1873,UNBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2704,,Dpto.Seguridad
1874,URDUÑAKO MENDATEA/PUERTO DE ORDUÑA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2625,,Diputaciones
1875,URKAREGI (SAN MIGEL),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2636,,Dpto.Seguridad
1876,URKIOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-623,,Dpto.Seguridad
1877,URRAKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3740,,Dpto.Seguridad
1878,URTO,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2130,,Dpto.Seguridad
1879,ZALDIARAN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3102,,Diputaciones
1880,ZUDUGARAIGAIN (ALTO DE ORIO),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
1881,AGIÑA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-4000,,Gobierno de Navarra
1882,AIURDIN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3600,,Diputaciones
1883,ALMANDOZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121,,Gobierno de Navarra
1884,ALTUBE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-624,,Diputaciones
1885,ALTUBE AP-68 (BILBAO),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
1886,ALTUBE AP-68 (ZARAGOZA),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
1887,ANDATZARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2631,,Dpto.Seguridad
1888,ANDRAKA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2120,,Dpto.Seguridad
1889,ARANTZAZU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3591,,Dpto.Seguridad
1890,AREITIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
1891,ARITXULEGI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3420,,Dpto.Seguridad
1892,ARLABAN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-627,,Dpto.Seguridad
1893,ARRANGIZGANA (TRABAKUA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
1894,ARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3301,,Dpto.Seguridad
1895,ARTEBAKARRA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
1896,ARTIKUTZA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3631,,Dpto.Seguridad
1897,ARTXANDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3741,,Dpto.Seguridad
1898,ASTORKIGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
1899,AUTZAGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3325,,Dpto.Seguridad
1900,AVELLANEDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2701,,Dpto.Seguridad
1901,AZAZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-132,,Diputaciones
1902,AZKARATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
1903,AZPIROZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-130,,Gobierno de Navarra
1904,AZURKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3210,,Dpto.Seguridad
1905,BARAZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-240,,Dpto.Seguridad
1906,BAREZI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
1907,BARRERILLA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2521,,Diputaciones
1908,BELATE PUERTO,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-1210,,Dpto.Seguridad
1909,BELATE TUNEL,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-121A,,Gobierno de Navarra
1910,BERBIKIZ (SAN COSME),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3621,,Dpto.Seguridad
1911,BERIAIN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121A,,Gobierno de Navarra
1912,BERNEDOKO MENDATEA/PUERTO DE BERNEDO,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2126,,Diputaciones
1913,BIDANIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
1914,BIKOSGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3513,,Dpto.Seguridad
1915,BIZKAIKO BEHATOKIA/BALCÓN DE BIZKAIA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3231,,Dpto.Seguridad
1916,DESKARGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-636,,Dpto.Seguridad
1917,DIMA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2543,,Dpto.Seguridad
1918,EITZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
1919,EL PERDÓN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-111,,Gobierno de Navarra
1920,ELOSUA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3750,,Dpto.Seguridad
1921,ENEKURI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-604,,Dpto.Seguridad
1922,ERLAITZ,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3454,,Dpto.Seguridad
1923,ESCRITA/LA ESCRITA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-630,,Dpto.Seguridad
1924,ETZEGARATE (IRUN),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
1925,ETZEGARATE (MADRID),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
1926,GAINTXURIZKETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,GI-636,,Dpto.Seguridad
1927,GANGUREN (EL VIVERO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3732,,Dpto.Seguridad
1928,GARATE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3632,,Diputaciones
1929,GASTEIZKO MENDATEA/PUERTO DE VITORIA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
1930,GATZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3310,,Dpto.Seguridad
1931,GATZAGAKO MENDATEA (PUERTO DE SALINAS),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2622,,Diputaciones
1932,GORONTZUGARAI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
1933,HERRERA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
1934,HERRERAKO MENDATEA/PUERTO DE HERRERA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
1935,ILSOGANA (LAS MUÑECAS),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3601,,Dpto.Seguridad
1936,IRUZUBIETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
1937,ITURBURU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
1938,ITZIAR,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
1939,IZASKUN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3421,,Dpto.Seguridad
1940,JAIZKIBEL,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3440,,Dpto.Seguridad
1941,KANPANZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-636,,Dpto.Seguridad
1942,KARABIETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2639,,Dpto.Seguridad
1943,KASTREXANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
1944,KURTZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2620,,Diputaciones
1945,LARREINETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3755,,Dpto.Seguridad
1946,LEKOIZGANA (SANTA EUFEMIA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3448,,Dpto.Seguridad
1947,LIZARRAGA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-120,,Gobierno de Navarra
1948,LIZARRUSTI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2120,,Dpto.Seguridad
1949,MANDUBIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2635,,Dpto.Seguridad
1950,MEAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2633,,Dpto.Seguridad
1951,MERELLUDI (MILLOI),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2405,,Dpto.Seguridad
1952,MEZKIRITZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-135,,Gobierno de Navarra
1953,MIOTA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3321,,Dpto.Seguridad
1954,MORGA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3148,,Dpto.Seguridad
1955,MUNIKETA (MONTECALVO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3332,,Dpto.Seguridad
1956,OLLOKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3720,,Dpto.Seguridad
1957,OPAKUA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2128,,Diputaciones
1958,OTSAURTE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2637,,Dpto.Seguridad
1959,PAGATZA (ELGETA),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
1960,PAGATZA (ELGETA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2632,,Dpto.Seguridad
1961,SAN PELAIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3101,,Dpto.Seguridad
1962,SARASOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3524,,Dpto.Seguridad
1963,SOLLUBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
1964,UBAL,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3622,,Dpto.Seguridad
1965,UDANA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2630,,Dpto.Seguridad
1966,UMARAN,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3631,,Dpto.Seguridad
1967,UNBE,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2704,,Dpto.Seguridad
1968,URDUÑAKO MENDATEA/PUERTO DE ORDUÑA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2625,,Diputaciones
1969,URKAREGI (SAN MIGEL),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2636,,Dpto.Seguridad
1970,URKIOLA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-623,,Dpto.Seguridad
1971,URRAKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3740,,Dpto.Seguridad
1972,URTO,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2130,,Dpto.Seguridad
1973,ZALDIARAN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3102,,Diputaciones
1974,ZUDUGARAIGAIN (ALTO DE ORIO),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
1975,AGIÑA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-4000,,Gobierno de Navarra
1976,AIURDIN,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3600,,Diputaciones
1977,ALMANDOZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121,,Gobierno de Navarra
1978,ALTUBE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-624,,Diputaciones
1979,ALTUBE AP-68 (BILBAO),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
1980,ALTUBE AP-68 (ZARAGOZA),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Prim.,AP-68,,Dpto.Seguridad
1981,ANDATZARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2631,,Dpto.Seguridad
1982,ANDRAKA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2120,,Dpto.Seguridad
1983,ARANTZAZU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3591,,Dpto.Seguridad
1984,AREITIO,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
1985,ARITXULEGI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3420,,Dpto.Seguridad
1986,ARLABAN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-627,,Dpto.Seguridad
1987,ARRANGIZGANA (TRABAKUA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
1988,ARRATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3301,,Dpto.Seguridad
1989,ARTEBAKARRA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
1990,ARTIKUTZA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3631,,Dpto.Seguridad
1991,ARTXANDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3741,,Dpto.Seguridad
1992,ASTORKIGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
1993,AUTZAGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3325,,Dpto.Seguridad
1994,AVELLANEDA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2701,,Dpto.Seguridad
1995,AZAZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-132,,Diputaciones
1996,AZKARATE,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
1997,AZPIROZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-130,,Gobierno de Navarra
1998,AZURKI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3210,,Dpto.Seguridad
1999,BARAZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-240,,Dpto.Seguridad
2000,BAREZI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-631,,Dpto.Seguridad
2001,BARRERILLA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2521,,Diputaciones
2002,BELATE PUERTO,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-1210,,Dpto.Seguridad
2003,BELATE TUNEL,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-121A,,Gobierno de Navarra
2004,BERBIKIZ (SAN COSME),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3621,,Dpto.Seguridad
2005,BERIAIN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-121A,,Gobierno de Navarra
2006,BERNEDOKO MENDATEA/PUERTO DE BERNEDO,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2126,,Diputaciones
2007,BIDANIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
2008,BIKOSGANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3513,,Dpto.Seguridad
2009,BIZKAIKO BEHATOKIA/BALCÓN DE BIZKAIA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3231,,Dpto.Seguridad
2010,DESKARGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-636,,Dpto.Seguridad
2011,DIMA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2543,,Dpto.Seguridad
2012,EITZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2632,,Dpto.Seguridad
2013,EL PERDÓN,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-111,,Gobierno de Navarra
2014,ELOSUA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3750,,Dpto.Seguridad
2015,ENEKURI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-604,,Dpto.Seguridad
2016,ERLAITZ,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3454,,Dpto.Seguridad
2017,ESCRITA/LA ESCRITA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-630,,Dpto.Seguridad
2018,ETZEGARATE (IRUN),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
2019,ETZEGARATE (MADRID),Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,N-1,,Dpto.Seguridad
2020,GAINTXURIZKETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Prim.,GI-636,,Dpto.Seguridad
2021,GANGUREN (EL VIVERO),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3732,,Dpto.Seguridad
2022,GARATE,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-3632,,Diputaciones
2023,GASTEIZKO MENDATEA/PUERTO DE VITORIA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
2024,GATZAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3310,,Dpto.Seguridad
2025,GATZAGAKO MENDATEA (PUERTO DE SALINAS),Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2622,,Diputaciones
2026,GORONTZUGARAI,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2224,,Dpto.Seguridad
2027,HERRERA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
2028,HERRERAKO MENDATEA/PUERTO DE HERRERA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2124,,Diputaciones
2029,ILSOGANA (LAS MUÑECAS),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3601,,Dpto.Seguridad
2030,IRUZUBIETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-633,,Dpto.Seguridad
2031,ITURBURU,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2634,,Dpto.Seguridad
2032,ITZIAR,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-634,,Dpto.Seguridad
2033,IZASKUN,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3421,,Dpto.Seguridad
2034,JAIZKIBEL,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-3440,,Dpto.Seguridad
2035,KANPANZAR,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-636,,Dpto.Seguridad
2036,KARABIETA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2639,,Dpto.Seguridad
2037,KASTREXANA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-636,,Dpto.Seguridad
2038,KURTZETA,Alava-Araba,abierto,abierto,abierto,2/2/2024 19:23,Secun.,A-2620,,Diputaciones
2039,LARREINETA,Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3755,,Dpto.Seguridad
2040,LEKOIZGANA (SANTA EUFEMIA),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-3448,,Dpto.Seguridad
2041,LIZARRAGA,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,NA-120,,Gobierno de Navarra
2042,LIZARRUSTI,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2120,,Dpto.Seguridad
2043,MANDUBIA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2635,,Dpto.Seguridad
2044,MEAGA,Gipuzkoa,abierto,abierto,abierto,2/2/2024 19:23,Secun.,GI-2633,,Dpto.Seguridad
2045,MERELLUDI (MILLOI),Bizkaia,abierto,abierto,abierto,2/2/2024 19:23,Secun.,BI-2405,,Dpto.Seguridad
2046,MEZKIRITZ,Navarra,abierto,abierto,abierto,2/2/2024 19:23,Secun.,N-135,,Gobierno de Navarra
